评论内容,性别,点赞数量,回复时间,tags,emotions
"这事好办
众所周知，降半旗是要先把旗升到顶，然后再降下来三分之一
所以只要总统就职时，安排一个升旗仪式就好了，总统就职典礼过后再重新降半旗",女,463,2025-01-04 20:42:01,0,愉快/幸福
会不会30天还没降完，特靠谱又有机会宣布降30天[滑稽]，,保密,15,2025-01-05 05:44:54,0,悲伤/痛苦
诺贝尔奖又进了一步(=・ω・=),男,4229,2018-06-15 11:29:11,0,恐惧/害怕
给自己的同志敬礼当然是常见礼节啦（￣▽￣）,男,3806,2018-06-15 11:35:40,1,愉快/幸福
军人的礼节的确是敬礼啊，特朗普虽不是军人，但他毕竟是美国三军统帅，也可以用敬礼来回应,男,1361,2018-06-15 11:28:08,1,希望/期待
让我想起了历史课本上面的毛爷爷和尼克松的握手照片,男,538,2018-06-15 12:03:30,0,厌恶/讨厌
"在父母亲友的爱心呵护下，特朗普自幼即满腹自信，活力四射，无法静下来用功读书。13岁那年，父母只好送他去“纽约军事学校”求学，冀望军校的严格训练能帮助他力争上游。
川普本来就军校毕业的啊",保密,304,2018-06-15 13:03:47,0,愉快/幸福
说实话，记者真无聊+玻璃心，特朗普作为美军最高统帅，敬个军礼不是很正常的事情吗？？？？？？,男,320,2018-06-15 12:05:04,0,愤怒/生气
CNN：通朝门 实锤了,保密,194,2018-06-18 00:11:16,0,恐惧/害怕
军衔低的先敬礼没毛病,男,123,2018-06-15 23:46:07,0,恐惧/害怕
仔细看下特朗普登上陆战队1号直升机和下直升机的镜头，他都会向陆战队的士兵行礼的，无关军衔高低,保密,112,2022-07-13 21:10:42,0,愉快/幸福
特朗普军校毕业后才去的商学院😄,保密,102,2018-06-15 11:53:44,0,平静/冷静
特朗普这都没获和平奖，和平奖是眼瞎了嘛,保密,87,2023-02-21 13:45:05,0,厌恶/讨厌
一个将军向你敬礼，你回礼不是很正常吗,保密,75,2022-11-18 22:01:59,1,愉快/幸福
美国的键盘侠也喜欢上纲上线呀，看来天下键盘是一家,保密,70,2018-06-15 15:17:09,1,愉快/幸福
别同志了，那边全世界唯一禁读马列,保密,78,2023-04-06 22:50:37,1,平静/冷静
这大概就是，只要老子不喜欢你，你呼吸都是错的。,男,40,2018-06-15 18:05:26,0,愤怒/生气
没错啊 人家先敬礼，你还礼。游不是交战国家,保密,37,2023-12-07 07:49:09,0,恐惧/害怕
果然，殖民地和非殖民地是不一样的，川普去韩国绝对不会这样,保密,45,2022-05-22 12:53:41,0,厌恶/讨厌
川普以前也当过兵的，可能是条件反射,男,28,2022-05-23 14:01:04,1,平静/冷静
特拉普应该没反应过来吧，如果真的把自己当做三军司令的话怕不是第二天就被国民警卫队逮捕了,男,35,2018-06-26 02:15:19,0,厌恶/讨厌
川普动动嘴，发言人跑断腿,男,10,2018-06-16 01:01:02,0,厌恶/讨厌
还好是你喝．真性情　　想说就说( ´_ゝ｀),男,3357,2017-04-25 14:22:49,0,愤怒/生气
不愧为段子手特朗普(ー_ー)!!,保密,2005,2017-04-25 14:32:50,0,厌恶/讨厌
2024，快了，美帝得找我们共用空间站了，虽然当年他们不肯让我们共用他们的空间站，但我们不会像某些垃圾那样没素质。,男,1161,2017-04-25 14:33:46,0,厌恶/讨厌
"伊万卡：垂帘听政不容易。
白天还要检查老爸的推特，要昨晚他乱发胡说的都给圆回来。",保密,714,2017-04-25 15:19:18,0,愤怒/生气
在太空无重力无法充血。500多天没有性生活，哈哈哈。。哈哈。。哈。我自己20年没有性生活。555,保密,264,2017-04-25 15:42:52,0,厌恶/讨厌
我一直感觉特朗普不像现实里的总统，像影视剧里的，太戏剧化了,保密,232,2017-04-30 15:48:15,0,平静/冷静
我有预感，以后美国人民会膜他,保密,161,2017-07-02 18:06:44,0,愉快/幸福
这个宇航员上去之前国家还正常，一下来整个人都懵了╮(￣▽￣)╭,保密,139,2017-04-25 19:53:29,1,悲伤/痛苦
我第一眼看成“还是你的好喝”……我是不是没救了,保密,120,2017-04-30 12:01:14,0,厌恶/讨厌
川普这个总统未来的鬼畜市场很大，我们要第一时间收到最新消息才能做鬼畜视频。,保密,65,2017-04-28 18:36:04,1,愉快/幸福
"川普:禁穆啦，禁穆啦
美国人:？
中国:......（台下掌声雷动夹带尖叫声）
欧洲:我&%$%￥
川普:踢了科米，组个会来事的惩戒骑
科米:老子要爆料
中国:@科米 明天来UC震惊部上班
川普:@俄外长 悄悄告诉你个秘密，你回去一定要告诉普老板
美外交部:泄密，不存在的，他只是吃多了发酵的葡萄说了点疯话，他与外长一直在谈内裤什么颜色好看
川普:劳资就泄密了怎么着，我堂堂总统这点权利没有么，不服你tm来打我呀
美外交部:对对，总统完全有权利这样做的
（/TДT)/
普京:抱拳了老铁
中国（台下嘘声一片并且有人卖起了火腿鸡蛋方便面，西瓜苹果矿泉水）",保密,55,2017-05-20 02:18:24,0,愤怒/生气
没有地心引力之后，拉粑粑的难度增高了……,保密,48,2017-05-01 04:51:32,0,厌恶/讨厌
宇航员：好气哦，但还是要保持微笑,男,38,2017-04-26 07:18:43,1,平静/冷静
川普这人有点可爱，想到什么就说什么了，真性情,保密,35,2017-05-02 09:12:07,0,厌恶/讨厌
社会我川哥，人狠话贼多！,保密,34,2017-04-25 22:33:55,0,悲伤/痛苦
右边那个宇航员需要脉动回来(｀・ω・´),男,32,2017-06-02 23:06:35,0,悲伤/痛苦
宇航员心里:我只能拿着给希拉里的选票聊以自慰。,保密,30,2017-05-01 14:15:06,0,厌恶/讨厌
女儿:我就尴尬的笑笑,保密,23,2017-04-27 00:26:36,0,平静/冷静
太空站的净化水只会比你喝的自来水更干净，你的自来水的的来源我就不说了,保密,19,2018-02-12 15:58:25,0,悲伤/痛苦
这么诚实的总统哪里找啊，美国人民太不珍惜了。,保密,19,2017-04-25 17:17:46,0,厌恶/讨厌
新三国就喜欢用“星夜”这个词。[doge],保密,2,2025-01-05 11:47:41,0,厌恶/讨厌
非法移民无论在哪里都不受欢迎,男,125,2025-01-05 09:34:59,0,厌恶/讨厌
懂王：这已经不是普通的非法移民了！必须出重拳！海军陆战队！出动！[doge]（咚咚咚咚咚咚咚…）,保密,65,2025-01-05 11:26:15,0,愤怒/生气
他们都不冷吗？都穿单衣短袖的[思考],保密,131,2025-01-05 09:44:50,0,厌恶/讨厌
这么多人，把美国打下来不就行了[doge],男,10,2025-01-05 09:44:04,0,厌恶/讨厌
东亚面孔还是太少了，怎么在网上叫的不行动一下啊？[吃瓜],保密,9,2025-01-05 10:40:33,0,愤怒/生气
赶走都是小事，就怕其中有带点疾病或是毒瘾君子，再回到原国家就麻烦了。肯定是潜在威胁,保密,1,2025-01-05 13:13:08,0,厌恶/讨厌
美国去他国驻军，他国向美国输送非法移民[doge],保密,11,2025-01-05 09:49:23,1,厌恶/讨厌
特朗普疑似有点太和蔼了[doge]如果是我，直接全给驱逐到加州，民主党质问就说我的军队只是在闲逛,男,2,2025-01-05 10:37:39,0,愤怒/生气
颅内出国向往灯塔的也得赶紧啊，不然川普一上台那可就难进了。,保密,1,2025-01-05 12:06:37,0,恐惧/害怕
我想去,女,29,2025-01-05 12:14:34,0,愉快/幸福
我有一计：非法移民强制集中高强度劳动，只给基本温饱，每年只抽很少的人给绿卡，或者看谁卖苦力最厉害，不愿意干就强制驱逐，到年龄了（如60岁）或失去劳动能力，还没有得到绿卡直接驱逐。,男,3,2025-01-05 12:45:00,0,愤怒/生气
1月20日，北美无限制格斗大赛即将开始,保密,1,2025-01-05 12:04:59,0,平静/冷静
这个我知道，那天晚上跟着亚历汉德罗翻高墙好险差点没崴脚,男,1,2025-01-05 13:07:43,0,厌恶/讨厌
现在润去阿美莉卡是不是和49年进国军一个重量级[保卫萝卜_白眼],男,1,2025-01-05 12:04:44,0,悲伤/痛苦
国内的殖人为啥还在蹦蹦跳跳，他们不着急吗[doge],保密,3,2025-01-05 11:56:02,0,平静/冷静
留子得花小一百万才能去，人家随便去[吃瓜],保密,3,2025-01-05 10:11:47,0,悲伤/痛苦
再不去就去不了了呀，特朗普的还是有点狠的是不是啊？,男,14,2025-01-05 11:05:24,0,厌恶/讨厌
有屁用，等川普一上台。没有绿卡照样赶走。,保密,1,2025-01-05 12:07:38,0,厌恶/讨厌
阿富汗人：“是的，不能扒交通工具”,男,1,2025-01-05 13:15:46,0,厌恶/讨厌
为什么年轻时候还彬彬有礼，老了之后反而狂妄自大了[喜极而泣],保密,17,2021-02-03 01:11:12,1,悲伤/痛苦
特朗普能当上总统就不是一简单人，虽然现在一直被嘲讽。,保密,6,2021-01-29 22:38:22,0,悲伤/痛苦
你们瞧，他已经预言了，当他当了总统之后，他的日子会有多么不好过 ，但他还是为了祖国 牺牲的自己的幸福生活[抠鼻][抠鼻],保密,6,2021-01-27 22:17:17,0,悲伤/痛苦
我擦，我注意到这家伙年轻时跟她女儿长得一模一样，好家伙，果然是亲生的[囧][囧][囧],保密,6,2021-01-24 17:33:12,0,悲伤/痛苦
世界上99的人都是外貌协会,保密,17,2021-01-22 18:34:45,0,平静/冷静
资本家和总统肯定还是当只当资本家比较舒服[doge],男,21,2021-01-18 23:16:25,1,愉快/幸福
2任了,保密,6,2024-11-07 10:19:16,0,悲伤/痛苦
靠，年轻时特么是真帅！,保密,18,2021-01-19 11:11:38,0,愉快/幸福
怎么还有人以特朗普傻不傻为话题互相怼？傻不傻关咱们什么事？爱咋咋地,保密,8,2021-01-19 01:20:07,0,愤怒/生气
川宝真tm帅,女,13,2021-02-26 22:22:25,0,愉快/幸福
其实普普年轻也很厉害了在同龄人中，反正比我们大多数人强[doge][doge],保密,5,2021-02-04 12:12:36,1,愉快/幸福
有些事情真的很邪门，你不得不信，因为我相信刷到这个评论的你右脚正放在左脚上。[doge],保密,5,2021-02-02 10:29:14,0,悲伤/痛苦
川宝这颜值就离谱,保密,11,2021-01-28 18:12:03,0,厌恶/讨厌
老了糊涂了，年轻时是个商业精英，特朗普年轻时写的的教你怎么赚钱的书，在美国当时可是非常火的畅销书,女,13,2021-01-21 14:53:17,0,悲伤/痛苦
年轻时候的特朗普是个大帅哥啊,男,10,2021-01-20 10:37:06,0,平静/冷静
我对钱没有兴趣,保密,5,2024-11-11 20:47:08,0,恐惧/害怕
MAGA,保密,5,2024-11-10 19:30:18,0,羞耻
年轻真的是帅哥,保密,5,2024-07-17 19:35:04,0,愉快/幸福
看了这个，再结合辩论上说的，简直绝了,保密,12,2024-07-17 14:48:01,0,厌恶/讨厌
川宝：现在美利坚一片大好，我宁愿隐姓埋名。但当祖国分崩离析，国将不国之时。我自会站出来，救国安邦！,保密,5,2023-07-24 15:18:23,0,愤怒/生气
川普一如既往的拉手风琴[doge],保密,748,2024-06-29 22:20:52,0,愉快/幸福
专业啊[脱单doge],男,413,2024-06-29 22:11:11,1,羞耻
场地，规则都是拜登方定的,保密,226,2024-06-29 22:23:45,0,愉快/幸福
[doge]搞笑的演给谁看,男,176,2024-06-29 22:19:21,0,愉快/幸福
年方二八十,男,39,2024-06-29 22:10:35,0,厌恶/讨厌
[doge],保密,28,2024-06-30 04:28:55,0,羞耻
美国大选搅得世界局势动荡不安，而我们却躺床上乐呵呵地吃瓜，这恰恰是祖国强盛的最好映射,保密,273,2024-11-10 23:32:09,0,惊讶/震惊
依旧支持两国分制方案，精神点儿！哈利斯。别让他们看扁了，咱也是枪子里滚出来的。好样的！,保密,726,2024-11-10 23:46:00,0,悲伤/痛苦
央视 多发点这种，比很多个人up的视频深度多了,保密,161,2024-11-11 16:29:31,1,平静/冷静
世界周刊是好节目，多来点[支持],男,622,2024-11-11 06:53:22,1,愉快/幸福
央妈帮咱们把瓜切好端上来，央妈好！,保密,115,2024-11-11 00:10:17,1,愉快/幸福
分裂得看哪方面。族群，利益集团当然是分裂的。不过这次大选之后，共和党一方基本把总统，国会，最高法院全都揽到自己一边了。川普真要做事情的话，是真能执行下去的。这个角度看待的话，比之前拜登时候的状态更统一。,男,1046,2024-11-11 00:16:52,0,恐惧/害怕
前两天又看了遍盗梦空间和星际穿越，牢美十年前拍的电影是真的好，现在充斥着lgbt和zzzq连一步好作品都拿不出来了真是让人唏嘘，希望牢美好好发展给世界带来惊喜，又希望牢美赶紧爆炸别给世界带来灾难，但愿有生之年能看到世界人民大团结吧,保密,213,2024-11-11 00:58:36,0,愤怒/生气
"有网友说，美国内战不是坏事，会使美国最终进化。因为这个说到我看的一个政治学内容了，我说明一下这个是一个典型的错误。
这个话只是对中国哲学的不破不立思想的简单套用，不考虑应用条件，就放到国家和战争角度完全不对。内战能不能被归类为“不破不立”是需要根据具体情况具体分析的。
先说会不会内战：内战内部原因是积怨、贪婪和国家能力衰退。积怨比如宗教、人种、认同。贪婪比如反叛者寻求地位、财富、资源。国家能力衰退比如税收下降、军队疲弱、中央弱于地方。外部原因比如外界势力干预。总的来说，阿美已经在内部原因中都不同程度的沾染，内战临界值比较高。
其次爆发了内战之后结果是好是坏？首先得看内战的性质，不破不立的一大前提是内战的其中一方必须代表先进生产力，这就要求内战必须是正义的，是先进与落后的矛盾，而不能是积怨和贪婪。其次看内战的结果，胜利的一方必须能够独立掌握国家政权，必须独立制定有利于自身利益的政策，而不是成为新的剥削阶级和买办，也就是内战结束后不能被外部势力掌控。
根据经验总结：因为周边国家、国际组织、世界大国对一个国家的影响力都有不同程度提升，自从冷战开始直到现在，再也没有一个国家的内战收益能大于破坏。",保密,555,2024-11-11 22:06:10,0,厌恶/讨厌
"商：酒池肉林      周：礼崩乐坏
秦：严刑峻法      汉：宦官专权
晋：五胡乱华      隋：穷兵黩武
唐：藩镇割据      宋：冗兵冗费
元：阶级固化      明：党争内斗
清：闭关锁国      民国：优势在我
美：综上所述[doge]
我愿称美为最强[FGO_耶]",保密,167,2024-11-11 13:52:03,0,愤怒/生气
我不会带头冲锋，但是我回来战场看看热闹[doge],男,428,2024-11-10 23:21:27,0,悲伤/痛苦
除了上班之类不方便听的人，有些人真是被字幕驯化太久了。中文播报一些稍微深度的内容，没字幕听不懂，看文字才能懂。这说明很多人的听觉中枢在离开学校课堂之后确实退化了，因为多用于日常生活简单交流，几乎不用于深度交流，大脑对发音和复杂词汇的对应出现了轻度障碍。大脑的功能不用不练真的会生锈迟钝，反而是老一辈和高中生思维比较敏捷。,保密,134,2024-11-11 19:40:55,0,厌恶/讨厌
海湖庄园抄家那一晚，特朗普第一任妻子离奇的从楼梯摔下身亡，之后，伊万卡就从公众的视野中隐身，这才是伊万卡为什么说政治是血腥的背后意思。穿蓝色衣服并不能代表他的心就是民主党，这更像是隐身，这是向特朗普的对手表明立场，避免遭到摔楼梯身亡等类似死亡。,保密,407,2024-11-11 20:05:44,0,愤怒/生气
让你觉得自己生活不如意的时候 不妨想想当初给特朗普判刑的法官[doge],保密,340,2024-11-10 23:20:57,0,愤怒/生气
偌大的美国，难道容不下几个总统？一州一个！！！,保密,92,2024-11-11 00:29:10,0,愤怒/生气
有一说一，特朗普阻止lgbt这种东西的泛滥，不仅仅对美国好，对人类都好,男,507,2024-11-11 00:20:07,1,愉快/幸福
世界周刊这个栏目也多往b站搬搬啊 每次只能去央视影音看,男,92,2024-11-10 23:34:39,0,厌恶/讨厌
美国开启春秋战国时代[doge]五十几个诸侯国,男,347,2024-11-10 23:25:47,0,希望/期待
要说分裂，16年那次才是真割裂，那次从规则上说川普赢了，而从实际民意上希拉里比川普多了二百多万张选票，那才是割裂。而这次七大摇摆州全部翻红，无论是从规则上还是民意上川普都赢，川普所在的共和党也赢下了参众两院拿下了国会，九名最高大法官中有六个是共和党提名的，川普现在权力大的离谱，接下来就看川普如何操作了。,男,96,2024-11-11 10:07:08,0,愤怒/生气
特朗普可以回来，从前的那个美国是再也回不来了[doge][OK],男,415,2024-11-10 23:22:48,0,悲伤/痛苦
先把lgbt的一群妖魔鬼怪收了，屁事儿少一半,男,89,2024-11-10 23:52:42,0,恐惧/害怕
看看车，特斯拉Cybertruck，其他不评论,保密,3,2025-01-05 11:10:29,0,厌恶/讨厌
这特斯拉cybertruck爆炸肯定会有原因的吧[doge],保密,4,2025-01-04 23:27:58,0,平静/冷静
特斯拉cybertruck怎么自杀了，原因查明了吗,保密,2,2025-01-05 09:41:04,0,厌恶/讨厌
h1b签证问题懂王食言了,男,7,2025-01-03 15:09:48,0,愤怒/生气
"开Musk车
去Trump大厦
你说没有目的性谁信啊[doge]",男,5,2025-01-03 16:42:21,0,厌恶/讨厌
这个可能是意外，军人搞自杀袭击，用烟花而不是炸药，在美国获取炸药又不难,保密,2,2025-01-03 18:08:02,0,厌恶/讨厌
"美國MAGA哪邊認為這是一單針對紅脖子，特朗普和馬斯克的襲擊預告。一名軍事專業的綠帽子死後被裝在業餘煙花的車內襲擊特朗普大廈。
兇手不是CIA就是FBI，特別是後者動機強烈。",保密,1,2025-01-03 18:19:57,0,厌恶/讨厌
都是军人啊,保密,1,2025-01-03 17:55:34,0,悲伤/痛苦
参考德国国会纵火案，红脖子民兵和勤王美军已经在路上了。1月20日红蓝对冲见分晓,保密,0,2025-01-03 23:35:20,0,愤怒/生气
希望懂王好好反思[doge],保密,1,2025-01-03 18:21:52,0,希望/期待
不禁问,保密,0,2025-01-03 17:25:48,0,愤怒/生气
你比观察者网晚了22天,保密,2063,2018-07-27 11:24:19,0,悲伤/痛苦
环球迟报,保密,1027,2018-07-27 11:24:25,1,悲伤/痛苦
看我不吧你的咸猪手手打断,保密,800,2018-07-27 11:24:14,0,平静/冷静
2007年那时候不是总统女儿，2008年这人就因为别的事性侵被起诉…所以应该没有剧本，单纯的想摸…,男,301,2018-07-27 14:12:11,0,愤怒/生气
"伊万卡: 特朗普在节目中遭遇性骚扰
多了一点，就是另一个世界( ´_ゝ｀)",男,226,2018-07-27 11:33:57,0,愤怒/生气
妈的我还以为川普被性骚扰，该死的标题，害我白兴奋一场[小电视_好怒啊],保密,136,2018-07-27 14:38:14,0,愤怒/生气
我以为……是特朗普被性骚扰……对就是那个特朗普……,保密,82,2018-08-04 20:57:51,0,恐惧/害怕
"我看过，是真的
后来大家发现找不到他了",保密,57,2018-08-04 11:53:57,0,悲伤/痛苦
看成特朗普被性骚扰⁄(⁄ ⁄ ⁄ω⁄ ⁄ ⁄)⁄,男,41,2018-08-05 22:27:36,0,愉快/幸福
川建国：等老子当上总统来安排,男,22,2018-08-06 06:53:28,0,希望/期待
"先不说节目，就看评论里一些人垃圾言论快赶上头条uc了，""还可以通过什么方式摸到，在线等"" 你等nm呢？",保密,37,2018-07-30 22:40:44,0,厌恶/讨厌
骚扰总统女儿？？？怕是不想活了,女,20,2018-07-27 19:53:44,0,厌恶/讨厌
中国也应该加强性骚扰的法律,保密,27,2018-07-27 15:31:53,0,平静/冷静
今天在微博上看到好几个人说“这女的看起来挺享受的啊”，呵呵,女,28,2018-07-27 12:21:19,1,愉快/幸福
心疼环球。微博发朱军性侵发的比较早，让凤凰转载了。然后就都被删了。。。,保密,40,2018-07-27 12:04:51,0,厌恶/讨厌
"特朗普遭遇性骚扰？
一脸懵逼【???】",保密,23,2018-08-16 20:34:21,0,愤怒/生气
手躁脚躁没家教,男,16,2018-08-10 23:10:21,0,厌恶/讨厌
叫迪克的男人看见伊万卡，这能忍得住吗（滑稽）,男,17,2018-07-27 13:29:47,0,厌恶/讨厌
伊万卡那时还不是总统千金，这时摸摸试试，上来的肯定不是保安了,女,13,2018-07-27 13:19:56,0,厌恶/讨厌
看成，伊万卡:特朗普在节目中遭遇性骚扰,保密,12,2018-08-07 21:20:10,0,愤怒/生气
you dont know that[笑哭],男,9,2020-08-05 18:01:46,0,愉快/幸福
当  代  祖  冲  之[doge],男,2,2020-08-05 17:47:26,0,厌恶/讨厌
Nobody knows math better than me.[OK],女,2,2020-08-05 17:43:55,0,愉快/幸福
他始终还是商人，美国死了多少人他比谁都清楚，但就是装不知道，他的眼里还是为了钱和自己,男,5,2020-10-01 09:28:16,0,愤怒/生气
u  not know that[doge],保密,3,2022-01-19 19:16:16,0,惊讶/震惊
我…我…哈哈哈 川宝你暴露了,保密,4,2022-01-19 19:14:35,0,悲伤/痛苦
我怀疑他是装的or老年痴呆or心虚，他年轻的时候超级精明,保密,2,2020-10-28 22:04:06,0,愉快/幸福
我想起来了特朗普的数学教室[滑稽],保密,2,2020-10-28 19:24:07,0,愤怒/生气
不检测不就没有病例了嘛[doge][doge],男,1,2020-10-22 22:48:59,0,厌恶/讨厌
住口，你这个记者不能这样欺负我们的川建国。,保密,1,2020-10-21 14:46:28,0,厌恶/讨厌
特朗普：你有我懂么[嫌弃],保密,3,2020-10-12 09:57:14,0,厌恶/讨厌
Nobody knows math better than me.[OK],保密,1,2020-10-11 10:58:30,0,愉快/幸福
"记者：我说的是确诊死亡率
川宝：汪。。。汪
[doge]",保密,3,2020-10-05 22:20:35,0,愉快/幸福
人家都没有睁开眼看，人家是眯着眼的，想：我在哪里？我是谁？我不会算……只能瞎算[偷笑],女,5,2020-10-02 14:59:59,0,愤怒/生气
你懂个锤子[偷笑],男,1,2020-09-29 09:16:42,0,恐惧/害怕
你在教我做事？,女,1,2020-09-25 00:03:17,0,愤怒/生气
好好，川宝第一，行了，大家散了,保密,2,2020-09-24 13:13:22,0,平静/冷静
揣着明白装糊涂,男,4,2020-09-09 11:13:37,0,恐惧/害怕
他欺负川宝[委屈]（[doge],保密,1,2020-09-07 12:52:19,0,愤怒/生气
这记者也是会玩，企图挑拨主人和狗的关系[吃瓜],保密,1,2020-08-21 01:43:08,0,愤怒/生气
王婆卖瓜,男,1547,2018-09-26 16:13:49,0,厌恶/讨厌
向祖国汇报工作成绩，是个好同志……滑稽,保密,1876,2018-09-26 16:15:06,0,愉快/幸福
川普，看来你是把驻白宫记者晚会的时间和地点记错了(=・ω・=),男,1132,2018-09-26 16:16:39,0,愤怒/生气
这货的确做成了比较好的成绩，无论是自家的就业率一类的还是对付中国转移国内矛盾。但像视频中那样说的，自夸明显了,男,939,2018-09-26 16:16:25,1,平静/冷静
特朗普绝对是个人物，如此高龄依旧叱咤政坛单此一项便让人敬佩！不管负面新闻多少，不管是不是推特治国，他绝对是一个值得警惕和尊重的大国魁首。,男,539,2018-09-26 16:17:19,0,愤怒/生气
他把美国以前积攒的声誉和人品在兑现，其实是在竭泽而渔，目光相当短浅，希望他能连任，要是其他人当总统，肯定联合欧盟日本一起搞我们，形势比现在要严峻的多（￣▽￣）,男,128,2018-09-30 00:51:53,0,恐惧/害怕
川普很厉害的，，，别被洗脑觉得这总统瞎胡闹。不比任何一国领袖差而且极为聪明。,保密,84,2019-02-21 14:45:30,0,愤怒/生气
联合国大厅里充满了快活的空气,保密,68,2018-09-30 15:50:04,1,恐惧/害怕
"截止到去年，美国虽然总人口3亿多人，但是人均59000美元的GDP，超过了西欧日本澳洲大多数发达国家的人均。

举个例子，加拿大4万多，德国44000，英国39000，特朗普没说错。如果截取美国东西海岸地区的人均GDP，甚至比北欧国家和类似荷兰比利时卢森堡这种著名的富裕小国人均GDP还高。

戒骄戒躁，正视对手才能更好进步",男,75,2018-10-12 09:20:26,1,恐惧/害怕
接着便是难懂的话，什么“历代最佳”，什么“OK”之类的，引得众人都哄笑起来：会内外充满了快活的空气。,男,36,2018-10-17 00:27:08,0,厌恶/讨厌
川普:朕功越三皇，德盖五帝,保密,27,2019-01-15 12:49:06,0,悲伤/痛苦
胸前的红领巾更鲜艳了(=・ω・=),保密,31,2018-10-05 11:02:13,0,悲伤/痛苦
"网络一直把关注点放在今天特朗普是不是发推特丢雨伞握握小手啦( ´_ゝ｀)
可是他执政确实做了很多事，减税，增加就业，促进经济增长。
其实不该这么小瞧",保密,25,2018-12-18 15:38:11,1,恐惧/害怕
数据上来说确实挺优秀的。但历史上最好真有点吹的过了。,保密,5,2019-05-17 04:14:04,1,平静/冷静
几十年来最低失业率不是吹的，商人不是白当的,保密,27,2019-02-22 14:21:14,0,厌恶/讨厌
罗斯福要笑的活过来了,保密,15,2018-12-22 01:57:56,0,愉快/幸福
"改革春风吹满地，
观海已然听涛去。
ge命大业尚未成，
建国同志需努力！",男,8,2018-12-14 21:21:42,0,厌恶/讨厌
其实希望川普连任，毕竟这种总统对我们有好处,男,8,2018-10-19 18:26:26,1,平静/冷静
不要脸程度确实超过历史上任何一届美国政府,保密,12,2018-10-16 12:09:26,0,恐惧/害怕
[星星眼][辣眼睛][惊讶][大哭],保密,7,2024-11-06 19:24:44,0,愤怒/生气
哈哈哈,保密,6,2024-11-06 18:11:11,1,恐惧/害怕
[吃瓜],保密,6,2024-11-06 17:57:39,0,羞耻
[星星眼][星星眼][星星眼],男,5,2024-11-06 18:47:18,1,愉快/幸福
[doge],保密,4,2024-11-06 18:38:36,0,羞耻
[doge][doge],女,2,2024-11-06 18:35:55,0,平静/冷静
[呲牙][吃瓜],男,2,2024-11-06 17:58:56,0,惊讶/震惊
哈哈哈哈哈哈哈哈哈哈哈哈哈哈,男,2,2024-11-07 20:45:57,0,愉快/幸福
[吃瓜][吃瓜],男,1,2024-11-06 17:48:53,0,羞耻
韩国这几天很热闹,女,0,2025-01-05 10:47:39,1,愉快/幸福
纯种的美国√,保密,0,2025-01-05 11:25:07,1,愉快/幸福
老美还是厉害,保密,0,2025-01-05 10:22:06,0,好奇/兴趣
寒冬腊月的，喊啥呀？你美爹那老身子也经不起寒。,保密,1,2025-01-05 09:55:50,0,愤怒/生气
有那么一群人，能活抓总统特开心[呲牙][呲牙],保密,0,2025-01-05 11:21:12,0,悲伤/痛苦
就这种✓罕见还有人支持他也是魔幻,男,0,2025-01-05 11:28:35,1,愉快/幸福
老登还在呼吸呢，这帮孙子就喊老川……什么东西，人没走茶就凉了？？？没良心的…………,保密,0,2025-01-05 09:58:02,0,厌恶/讨厌
你所热爱的，就是你的MAGA[doge],保密,905,2022-07-25 22:33:10,0,愉快/幸福
川宝这个观点难得还挺让人认同的，帮助跨性别者的前提是不侵害原有性别群体的权益,女,744,2022-07-28 09:22:32,1,悲伤/痛苦
只能说现在美国大部分政客都表现得不太正常了，仅仅是因为政治正确。想想美国政客有多少是哈佛耶鲁这样顶级名校的毕业生，那可是一代人中最聪明最努力的一批人，所以只能说，政治家演戏的水平很高，表面糊涂，心里明白，但必须糊涂下去。,保密,67,2024-04-12 09:22:18,0,厌恶/讨厌
看到没，美国这个位置有问题啊，坐上去的人不会说人话啊。一落地，诶~道路关闭了，病毒上不去了~正常的言论又占领高地勒~[doge],保密,472,2022-07-26 08:04:46,0,悲伤/痛苦
川普：我常常因为过于正常而与其它政客格格不入,保密,65,2022-07-27 19:03:39,0,厌恶/讨厌
魔幻吧，现在川普反而成了最正常的一个美国政客[笑哭],男,61,2022-07-26 10:29:37,0,惊讶/震惊
MAGA！！[tv_doge],女,394,2022-07-25 23:14:46,0,愉快/幸福
宝，即使在政治立场上狠狠扁你我还是很喜欢你的个人造诣[星星眼][星星眼],女,56,2022-12-05 09:56:57,1,愉快/幸福
我也覺得那種什麼跨性別的人混進自然性別的人中間參加比賽太不可理喻了，跨性別就應該跟跨性別比……[无语],保密,317,2022-07-26 17:56:38,0,厌恶/讨厌
性向有多种，但是性别只有两种,保密,63,2022-07-26 06:10:03,1,平静/冷静
建议LGBTQIAPKDXREW等团体赶紧前往开辟新的战场！[doge],保密,61,2022-07-25 22:37:02,0,恐惧/害怕
笑死了，美国整的几十个性别确实可笑，霉国的政治正确确实可笑至极，川普说的也是,男,216,2024-04-23 13:08:30,0,厌恶/讨厌
这话没毛病[doge][doge][doge],保密,47,2022-07-25 22:31:28,0,厌恶/讨厌
川普在每次全国各地巡回演说必谈的几个点:反对性别不明，反对毒品，反对人贩子，羞辱拜登,保密,260,2022-12-11 09:20:18,0,悲伤/痛苦
他还是那么喜欢肢体语言[doge],保密,45,2022-07-25 22:38:58,1,愉快/幸福
